date,dam,level_m,capacity_m3,level_raw,capacity_raw
2018-04-21,Capaccio,147.02,17452000,"147,02",17.452.000
2018-04-21,Capacciotti,188.5,40570900,"188,50",40.570.900
2018-04-21,Occhito,190.78,188226680,"190,78",188.226.680
2018-04-21,Osento,454.0,9650000,"454,00",9.650.000
2018-04-22,Capaccio,147.01,17426000,"147,01",17.426.000
2018-04-22,Capacciotti,188.7,41106500,"188,70",41.106.500
2018-04-22,Occhito,190.75,187805000,"190,75",187.805.000
2018-04-22,Osento,454.0,9650000,"454,00",9.650.000
2018-04-23,Capaccio,147.01,17426000,"147,01",17.426.000
2018-04-23,Capacciotti,188.8,41374300,"188,80",41.374.300
2018-04-23,Occhito,190.73,187523880,"190,73",187.523.880
2018-04-23,Osento,454.05,9680000,"454,05",9.680.000
2018-04-24,Capaccio,146.99,17360000,"146,99",17.360.000
2018-04-24,Capacciotti,188.9,41642100,"188,90",41.642.100
2018-04-24,Occhito,190.72,187383320,"190,72",187.383.320
2018-04-24,Osento,454.05,9680000,"454,05",9.680.000
2018-04-25,Capaccio,146.96,17240000,"146,96",17.240.000
2018-04-25,Capacciotti,189.05,42043600,"189,05",42.043.600
2018-04-25,Occhito,190.71,187242760,"190,71",187.242.760
2018-04-25,Osento,454.05,9680000,"454,05",9.680.000
2018-04-26,Capaccio,146.94,17160000,"146,94",17.160.000
2018-04-26,Capacciotti,189.1,42177500,"189,10",42.177.500
2018-04-26,Occhito,190.68,186821080,"190,68",186.821.080
2018-04-26,Osento,454.05,9680000,"454,05",9.680.000
2018-04-27,Capaccio,146.92,17080000,"146,92",17.080.000
2018-04-27,Capacciotti,189.2,42445300,"189,20",42.445.300
2018-04-27,Occhito,190.65,186399400,"190,65",186.399.400
2018-04-27,Osento,454.05,9680000,"454,05",9.680.000
2018-04-28,Capaccio,146.9,17000000,"146,90",17.000.000
2018-04-28,Capacciotti,189.2,42445300,"189,20",42.445.300
2018-04-28,Occhito,190.64,186258840,"190,64",186.258.840
2018-04-28,Osento,454.05,9680000,"454,05",9.680.000
2018-04-29,Capaccio,146.88,16920000,"146,88",16.920.000
2018-04-29,Capacciotti,189.2,42445300,"189,20",42.445.300
2018-04-29,Occhito,190.6,185696600,"190,60",185.696.600
2018-04-29,Osento,454.05,9680000,"454,05",9.680.000
2018-04-30,Capaccio,146.86,16840000,"146,86",16.840.000
2018-04-30,Capacciotti,189.25,42579200,"189,25",42.579.200
2018-04-30,Occhito,190.59,185556040,"190,59",185.556.040
2018-04-30,Osento,454.05,9680000,"454,05",9.680.000
2018-05-01,Capaccio,146.83,16751794,"146,83",16.751.794
2018-05-01,Capacciotti,189.3,42713100,"189,30",42.713.100
2018-05-01,Occhito,190.56,185134360,"190,56",185.134.360
2018-05-01,Osento,454.05,9680000,"454,05",9.680.000
2018-05-02,Capaccio,146.82,16727676,"146,82",16.727.676
2018-05-02,Capacciotti,189.3,42713100,"189,30",42.713.100
2018-05-02,Occhito,190.53,184712680,"190,53",184.712.680
2018-05-02,Osento,454.05,9680000,"454,05",9.680.000
2018-05-03,Capaccio,146.82,16727676,"146,82",16.727.676
2018-05-03,Capacciotti,189.3,42713100,"189,30",42.713.100
2018-05-03,Occhito,190.52,184572120,"190,52",184.572.120
2018-05-03,Osento,454.05,9680000,"454,05",9.680.000
2018-05-04,Capaccio,146.84,16775912,"146,84",16.775.912
2018-05-04,Capacciotti,189.35,42847000,"189,35",42.847.000
2018-05-04,Occhito,190.55,184993800,"190,55",184.993.800
2018-05-04,Osento,454.1,9710000,"454,10",9.710.000
2018-05-05,Capaccio,146.84,16775912,"146,84",16.775.912
2018-05-05,Capacciotti,189.4,42980900,"189,40",42.980.900
2018-05-05,Occhito,190.54,184853240,"190,54",184.853.240
2018-05-05,Osento,454.15,9740000,"454,15",9.740.000
2018-05-06,Capaccio,146.85,16800000,"146,85",16.800.000
2018-05-06,Capacciotti,189.45,43114800,"189,45",43.114.800
2018-05-06,Occhito,190.58,185415480,"190,58",185.415.480
2018-05-06,Osento,454.2,9770000,"454,20",9.770.000
2018-05-07,Capaccio,146.85,16800000,"146,85",16.800.000
2018-05-07,Capacciotti,189.5,43248700,"189,50",43.248.700
2018-05-07,Occhito,190.6,185696600,"190,60",185.696.600
2018-05-07,Osento,454.2,9770000,"454,20",9.770.000
2018-05-08,Capaccio,146.85,16800000,"146,85",16.800.000
2018-05-08,Capacciotti,189.5,43248700,"189,50",43.248.700
2018-05-08,Occhito,190.61,185837160,"190,61",185.837.160
2018-05-08,Osento,454.25,9800000,"454,25",9.800.000
2018-05-09,Capaccio,146.87,16880000,"146,87",16.880.000
2018-05-09,Capacciotti,189.6,43516500,"189,60",43.516.500
2018-05-09,Occhito,190.63,186118280,"190,63",186.118.280
2018-05-09,Osento,454.3,9830000,"454,30",9.830.000
2018-05-10,Capaccio,146.91,17040000,"146,91",17.040.000
2018-05-10,Capacciotti,189.7,43784300,"189,70",43.784.300
2018-05-10,Occhito,190.67,186680520,"190,67",186.680.520
2018-05-10,Osento,454.35,9860000,"454,35",9.860.000
2018-05-11,Capaccio,146.91,17040000,"146,91",17.040.000
2018-05-11,Capacciotti,189.85,44186000,"189,85",44.186.000
2018-05-11,Occhito,190.7,187102200,"190,70",187.102.200
2018-05-11,Osento,454.4,9890000,"454,40",9.890.000
2018-05-12,Capaccio,146.94,17160000,"146,94",17.160.000
2018-05-12,Capacciotti,189.9,44319900,"189,90",44.319.900
2018-05-12,Occhito,190.72,187383320,"190,72",187.383.320
2018-05-12,Osento,454.6,10030000,"454,60",10.030.000
2018-05-13,Capaccio,146.97,17280000,"146,97",17.280.000
2018-05-13,Capacciotti,190.0,44587400,"190,00",44.587.400
2018-05-13,Occhito,190.78,188226680,"190,78",188.226.680
2018-05-13,Osento,454.7,10110000,"454,70",10.110.000
2018-05-14,Capaccio,146.96,17240000,"146,96",17.240.000
2018-05-14,Capacciotti,190.1,44877400,"190,10",44.877.400
2018-05-14,Occhito,190.78,188226680,"190,78",188.226.680
2018-05-14,Osento,454.7,10110000,"454,70",10.110.000
2018-05-15,Capaccio,146.94,17160000,"146,94",17.160.000
2018-05-15,Capacciotti,190.15,45022400,"190,15",45.022.400
2018-05-15,Occhito,190.77,188086120,"190,77",188.086.120
2018-05-15,Osento,454.75,10150000,"454,75",10.150.000
2018-05-16,Capaccio,146.93,17120000,"146,93",17.120.000
2018-05-16,Capacciotti,190.2,45167400,"190,20",45.167.400
2018-05-16,Occhito,190.75,187805000,"190,75",187.805.000
2018-05-16,Osento,454.8,10190000,"454,80",10.190.000
2018-05-17,Capaccio,146.92,17080000,"146,92",17.080.000
2018-05-17,Capacciotti,190.2,45167400,"190,20",45.167.400
2018-05-17,Occhito,190.74,187664440,"190,74",187.664.440
2018-05-17,Osento,454.85,10230000,"454,85",10.230.000
2018-05-18,Capaccio,146.9,17000000,"146,90",17.000.000
2018-05-18,Capacciotti,190.25,45312400,"190,25",45.312.400
2018-05-18,Occhito,190.72,187383320,"190,72",187.383.320
2018-05-18,Osento,454.85,10230000,"454,85",10.230.000
2018-05-19,Capaccio,146.89,16960000,"146,89",16.960.000
2018-05-19,Capacciotti,190.25,45312400,"190,25",45.312.400
2018-05-19,Occhito,190.72,187383320,"190,72",187.383.320
2018-05-19,Osento,454.85,10230000,"454,85",10.230.000
2018-05-20,Capaccio,146.87,16880000,"146,87",16.880.000
2018-05-20,Capacciotti,190.25,45312400,"190,25",45.312.400
2018-05-20,Occhito,190.69,186961640,"190,69",186.961.640
2018-05-20,Osento,454.85,10230000,"454,85",10.230.000
2018-05-21,Capaccio,146.85,16800000,"146,85",16.800.000
2018-05-21,Capacciotti,190.2,45167400,"190,20",45.167.400
2018-05-21,Occhito,190.66,186539960,"190,66",186.539.960
2018-05-21,Osento,454.85,10230000,"454,85",10.230.000
2018-05-22,Capaccio,146.84,16775912,"146,84",16.775.912
2018-05-22,Capacciotti,190.2,45167400,"190,20",45.167.400
2018-05-22,Occhito,190.65,186399400,"190,65",186.399.400
2018-05-22,Osento,454.9,10270000,"454,90",10.270.000
2018-05-23,Capaccio,146.87,16880000,"146,87",16.880.000
2018-05-23,Capacciotti,190.3,45457400,"190,30",45.457.400
2018-05-23,Occhito,190.68,186821080,"190,68",186.821.080
2018-05-23,Osento,454.95,10310000,"454,95",10.310.000
2018-05-24,Capaccio,146.94,17160000,"146,94",17.160.000
2018-05-24,Capacciotti,190.45,45892400,"190,45",45.892.400
2018-05-24,Occhito,190.78,188226680,"190,78",188.226.680
2018-05-24,Osento,455.05,10395000,"455,05",10.395.000
2018-05-25,Capaccio,146.98,17320000,"146,98",17.320.000
2018-05-25,Capacciotti,190.6,46327400,"190,60",46.327.400
2018-05-25,Occhito,190.81,188648360,"190,81",188.648.360
2018-05-25,Osento,455.1,10440000,"455,10",10.440.000
2018-05-26,Capaccio,146.98,17320000,"146,98",17.320.000
2018-05-26,Capacciotti,190.7,46617400,"190,70",46.617.400
2018-05-26,Occhito,190.81,188648360,"190,81",188.648.360
2018-05-26,Osento,455.1,10440000,"455,10",10.440.000
2018-05-27,Capaccio,146.97,17280000,"146,97",17.280.000
2018-05-27,Capacciotti,190.8,46907400,"190,80",46.907.400
2018-05-27,Occhito,190.81,188648360,"190,81",188.648.360
2018-05-27,Osento,455.15,10485000,"455,15",10.485.000
2018-05-28,Capaccio,146.96,17240000,"146,96",17.240.000
2018-05-28,Capacciotti,190.85,47052400,"190,85",47.052.400
2018-05-28,Occhito,190.8,188507800,"190,80",188.507.800
2018-05-28,Osento,455.2,10530000,"455,20",10.530.000
2018-05-29,Capaccio,146.94,17160000,"146,94",17.160.000
2018-05-29,Capacciotti,190.9,47197400,"190,90",47.197.400
2018-05-29,Occhito,190.77,188086120,"190,77",188.086.120
2018-05-29,Osento,455.2,10530000,"455,20",10.530.000
2018-05-30,Capaccio,146.92,17080000,"146,92",17.080.000
2018-05-30,Capacciotti,190.9,47197400,"190,90",47.197.400
2018-05-30,Occhito,190.75,187805000,"190,75",187.805.000
2018-05-30,Osento,455.2,10530000,"455,20",10.530.000
2018-05-31,Capaccio,146.9,17000000,"146,90",17.000.000
2018-05-31,Capacciotti,190.85,47052400,"190,85",47.052.400
2018-05-31,Occhito,190.72,187383320,"190,72",187.383.320
2018-05-31,Osento,455.2,10530000,"455,20",10.530.000
2018-06-01,Capaccio,146.88,16920000,"146,88",16.920.000
2018-06-01,Capacciotti,190.8,46907400,"190,80",46.907.400
2018-06-01,Occhito,190.7,187102200,"190,70",187.102.200
2018-06-01,Osento,455.2,10530000,"455,20",10.530.000
2018-06-02,Capaccio,146.86,16840000,"146,86",16.840.000
2018-06-02,Capacciotti,190.8,46907400,"190,80",46.907.400
2018-06-02,Occhito,190.67,186680520,"190,67",186.680.520
2018-06-02,Osento,455.2,10530000,"455,20",10.530.000
2018-06-03,Capaccio,146.83,16751794,"146,83",16.751.794
2018-06-03,Capacciotti,190.75,46762400,"190,75",46.762.400
2018-06-03,Occhito,190.63,186118280,"190,63",186.118.280
2018-06-03,Osento,455.2,10530000,"455,20",10.530.000
2018-06-04,Capaccio,146.81,16703558,"146,81",16.703.558
2018-06-04,Capacciotti,190.7,46617400,"190,70",46.617.400
2018-06-04,Occhito,190.61,185837160,"190,61",185.837.160
2018-06-04,Osento,455.2,10530000,"455,20",10.530.000
2018-06-05,Capaccio,146.78,16631204,"146,78",16.631.204
2018-06-05,Capacciotti,190.6,46327400,"190,60",46.327.400
2018-06-05,Occhito,190.56,185134360,"190,56",185.134.360
2018-06-05,Osento,455.2,10530000,"455,20",10.530.000
2018-06-06,Capaccio,146.75,16558850,"146,75",16.558.850
2018-06-06,Capacciotti,190.45,45892400,"190,45",45.892.400
2018-06-06,Occhito,190.53,184712680,"190,53",184.712.680
2018-06-06,Osento,455.2,10530000,"455,20",10.530.000
2018-06-07,Capaccio,146.73,16510614,"146,73",16.510.614
2018-06-07,Capacciotti,190.3,45457400,"190,30",45.457.400
2018-06-07,Occhito,190.48,184009880,"190,48",184.009.880
2018-06-07,Osento,455.2,10530000,"455,20",10.530.000
2018-06-08,Capaccio,146.7,16438260,"146,70",16.438.260
2018-06-08,Capacciotti,190.15,45022400,"190,15",45.022.400
2018-06-08,Occhito,190.44,183447640,"190,44",183.447.640
2018-06-08,Osento,455.2,10530000,"455,20",10.530.000
2018-06-09,Capaccio,146.71,16462378,"146,71",16.462.378
2018-06-09,Capacciotti,190.0,44587400,"190,00",44.587.400
2018-06-09,Occhito,190.4,182885400,"190,40",182.885.400
2018-06-09,Osento,455.2,10530000,"455,20",10.530.000
2018-06-10,Capaccio,146.69,16414142,"146,69",16.414.142
2018-06-10,Capacciotti,189.9,44319900,"189,90",44.319.900
2018-06-10,Occhito,190.36,182323160,"190,36",182.323.160
2018-06-10,Osento,455.2,10530000,"455,20",10.530.000
2018-06-11,Capaccio,146.66,16341788,"146,66",16.341.788
2018-06-11,Capacciotti,189.8,44052100,"189,80",44.052.100
2018-06-11,Occhito,190.32,181760920,"190,32",181.760.920
2018-06-11,Osento,455.2,10530000,"455,20",10.530.000
2018-06-12,Capaccio,146.64,16293552,"146,64",16.293.552
2018-06-12,Capacciotti,189.7,43784300,"189,70",43.784.300
2018-06-12,Occhito,190.28,181198680,"190,28",181.198.680
2018-06-12,Osento,455.2,10530000,"455,20",10.530.000
2018-06-13,Capaccio,146.59,16172962,"146,59",16.172.962
2018-06-13,Capacciotti,189.5,43248700,"189,50",43.248.700
2018-06-13,Occhito,190.23,180495880,"190,23",180.495.880
2018-06-13,Osento,455.2,10530000,"455,20",10.530.000
2018-06-14,Capaccio,146.54,16052372,"146,54",16.052.372
2018-06-14,Capacciotti,189.4,42980900,"189,40",42.980.900
2018-06-14,Occhito,190.18,179793080,"190,18",179.793.080
2018-06-14,Osento,455.2,10530000,"455,20",10.530.000
2018-06-15,Capaccio,146.6,16197080,"146,60",16.197.080
2018-06-15,Capacciotti,189.4,42980900,"189,40",42.980.900
2018-06-15,Occhito,190.26,180917560,"190,26",180.917.560
2018-06-15,Osento,455.2,10530000,"455,20",10.530.000
2018-06-16,Capaccio,146.62,16245316,"146,62",16.245.316
2018-06-16,Capacciotti,189.4,42980900,"189,40",42.980.900
2018-06-16,Occhito,190.25,180777000,"190,25",180.777.000
2018-06-16,Osento,455.2,10530000,"455,20",10.530.000
2018-06-17,Capaccio,146.61,16221198,"146,61",16.221.198
2018-06-17,Capacciotti,189.4,42980900,"189,40",42.980.900
2018-06-17,Occhito,190.22,180355320,"190,22",180.355.320
2018-06-17,Osento,455.2,10530000,"455,20",10.530.000
2018-06-18,Capaccio,146.59,16172962,"146,59",16.172.962
2018-06-18,Capacciotti,189.4,42980900,"189,40",42.980.900
2018-06-18,Occhito,190.2,180074200,"190,20",180.074.200
2018-06-18,Osento,455.2,10530000,"455,20",10.530.000
2018-06-19,Capaccio,146.55,16076490,"146,55",16.076.490
2018-06-19,Capacciotti,189.4,42980900,"189,40",42.980.900
2018-06-19,Occhito,190.17,179652520,"190,17",179.652.520
2018-06-19,Osento,455.2,10530000,"455,20",10.530.000
2018-06-20,Capaccio,146.51,15980018,"146,51",15.980.018
2018-06-20,Capacciotti,189.4,42980900,"189,40",42.980.900
2018-06-20,Occhito,190.1,178668600,"190,10",178.668.600
2018-06-20,Osento,455.2,10530000,"455,20",10.530.000
2018-06-21,Capaccio,146.47,15883546,"146,47",15.883.546
2018-06-21,Capacciotti,189.4,42980900,"189,40",42.980.900
2018-06-21,Occhito,190.06,178106360,"190,06",178.106.360
2018-06-21,Osento,455.2,10530000,"455,20",10.530.000
2018-06-22,Capaccio,146.43,15787074,"146,43",15.787.074
2018-06-22,Capacciotti,189.4,42980900,"189,40",42.980.900
2018-06-22,Occhito,190.03,177684680,"190,03",177.684.680
2018-06-22,Osento,455.2,10530000,"455,20",10.530.000
2018-06-23,Capaccio,146.4,15714720,"146,40",15.714.720
2018-06-23,Capacciotti,189.4,42980900,"189,40",42.980.900
2018-06-23,Occhito,190.0,177263000,"190,00",177.263.000
2018-06-23,Osento,455.2,10530000,"455,20",10.530.000
2018-06-24,Capaccio,146.39,15690602,"146,39",15.690.602
2018-06-24,Capacciotti,189.4,42980900,"189,40",42.980.900
2018-06-24,Occhito,189.97,176962220,"189,97",176.962.220
2018-06-24,Osento,455.2,10530000,"455,20",10.530.000
2018-06-25,Capaccio,146.35,15594130,"146,35",15.594.130
2018-06-25,Capacciotti,189.3,42713100,"189,30",42.713.100
2018-06-25,Occhito,189.94,176661440,"189,94",176.661.440
2018-06-25,Osento,455.2,10530000,"455,20",10.530.000
2018-06-26,Capaccio,146.31,15497658,"146,31",15.497.658
2018-06-26,Capacciotti,189.3,42713100,"189,30",42.713.100
2018-06-26,Occhito,189.9,176260400,"189,90",176.260.400
2018-06-26,Osento,455.2,10530000,"455,20",10.530.000
2018-06-27,Capaccio,146.3,15473540,"146,30",15.473.540
2018-06-27,Capacciotti,189.25,42579200,"189,25",42.579.200
2018-06-27,Occhito,189.86,175859360,"189,86",175.859.360
2018-06-27,Osento,455.2,10530000,"455,20",10.530.000
2018-06-28,Capaccio,146.27,15401186,"146,27",15.401.186
2018-06-28,Capacciotti,189.25,42579200,"189,25",42.579.200
2018-06-28,Occhito,189.81,175358060,"189,81",175.358.060
2018-06-28,Osento,455.3,10620000,"455,30",10.620.000
2018-06-29,Capaccio,146.22,15280596,"146,22",15.280.596
2018-06-29,Capacciotti,189.25,42579200,"189,25",42.579.200
2018-06-29,Occhito,189.77,174957020,"189,77",174.957.020
2018-06-29,Osento,455.3,10620000,"455,30",10.620.000
2018-06-30,Capaccio,146.17,15160006,"146,17",15.160.006
2018-06-30,Capacciotti,189.25,42579200,"189,25",42.579.200
2018-06-30,Occhito,189.72,174455720,"189,72",174.455.720
2018-06-30,Osento,455.3,10620000,"455,30",10.620.000
2018-07-01,Capaccio,146.1,14991180,"146,10",14.991.180
2018-07-01,Capacciotti,189.2,42445300,"189,20",42.445.300
2018-07-01,Occhito,189.64,173653640,"189,64",173.653.640
2018-07-01,Osento,455.2,10530000,"455,20",10.530.000
2018-07-02,Capaccio,146.04,14846472,"146,04",14.846.472
2018-07-02,Capacciotti,189.1,42177500,"189,10",42.177.500
2018-07-02,Occhito,189.57,172951820,"189,57",172.951.820
2018-07-02,Osento,455.1,10440000,"455,10",10.440.000
2018-07-03,Capaccio,145.97,14682500,"145,97",14.682.500
2018-07-03,Capacciotti,189.0,41909700,"189,00",41.909.700
2018-07-03,Occhito,189.49,172149740,"189,49",172.149.740
2018-07-03,Osento,454.9,10270000,"454,90",10.270.000
2018-07-04,Capaccio,145.84,14390000,"145,84",14.390.000
2018-07-04,Capacciotti,188.9,41642100,"188,90",41.642.100
2018-07-04,Occhito,189.42,171447920,"189,42",171.447.920
2018-07-04,Osento,454.65,10070000,"454,65",10.070.000
2018-07-05,Capaccio,145.71,14097500,"145,71",14.097.500
2018-07-05,Capacciotti,188.7,41106500,"188,70",41.106.500
2018-07-05,Occhito,189.34,170645840,"189,34",170.645.840
2018-07-05,Osento,454.4,9890000,"454,40",9.890.000
2018-07-06,Capaccio,145.63,13917500,"145,63",13.917.500
2018-07-06,Capacciotti,188.55,40704800,"188,55",40.704.800
2018-07-06,Occhito,189.27,169944020,"189,27",169.944.020
2018-07-06,Osento,454.15,9740000,"454,15",9.740.000
2018-07-07,Capaccio,145.56,13760000,"145,56",13.760.000
2018-07-07,Capacciotti,188.4,40303100,"188,40",40.303.100
2018-07-07,Occhito,189.17,168941420,"189,17",168.941.420
2018-07-07,Osento,453.9,9560000,"453,90",9.560.000
2018-07-08,Capaccio,145.49,13602500,"145,49",13.602.500
2018-07-08,Capacciotti,188.25,39901400,"188,25",39.901.400
2018-07-08,Occhito,189.09,168139340,"189,09",168.139.340
2018-07-08,Osento,453.65,9335000,"453,65",9.335.000
2018-07-09,Capaccio,145.41,13422500,"145,41",13.422.500
2018-07-09,Capacciotti,188.05,39365800,"188,05",39.365.800
2018-07-09,Occhito,189.01,167337260,"189,01",167.337.260
2018-07-09,Osento,453.4,9138000,"453,40",9.138.000
2018-07-10,Capaccio,145.31,13197500,"145,31",13.197.500
2018-07-10,Capacciotti,187.9,38984500,"187,90",38.984.500
2018-07-10,Occhito,188.92,166434920,"188,92",166.434.920
2018-07-10,Osento,453.1,8952000,"453,10",8.952.000
2018-07-11,Capaccio,145.22,12995000,"145,22",12.995.000
2018-07-11,Capacciotti,187.75,38614000,"187,75",38.614.000
2018-07-11,Occhito,188.83,165532580,"188,83",165.532.580
2018-07-11,Osento,452.8,8702000,"452,80",8.702.000
2018-07-12,Capaccio,145.13,12792500,"145,13",12.792.500
2018-07-12,Capacciotti,187.65,38367000,"187,65",38.367.000
2018-07-12,Occhito,188.73,164529980,"188,73",164.529.980
2018-07-12,Osento,452.45,8393000,"452,45",8.393.000
2018-07-13,Capaccio,145.03,12567500,"145,03",12.567.500
2018-07-13,Capacciotti,187.55,38120000,"187,55",38.120.000
2018-07-13,Occhito,188.64,163627640,"188,64",163.627.640
2018-07-13,Osento,452.0,8150000,"452,00",8.150.000
2018-07-14,Capaccio,144.92,12288000,"144,92",12.288.000
2018-07-14,Capacciotti,187.4,37749500,"187,40",37.749.500
2018-07-14,Occhito,188.53,162524780,"188,53",162.524.780
2018-07-14,Osento,451.55,7880000,"451,55",7.880.000
2018-07-15,Capaccio,144.8,11970000,"144,80",11.970.000
2018-07-15,Capacciotti,187.15,37132000,"187,15",37.132.000
2018-07-15,Occhito,188.42,161421920,"188,42",161.421.920
2018-07-15,Osento,451.2,7700000,"451,20",7.700.000
2018-07-16,Capaccio,144.69,11678500,"144,69",11.678.500
2018-07-16,Capacciotti,187.0,36761500,"187,00",36.761.500
2018-07-16,Occhito,188.34,160619840,"188,34",160.619.840
2018-07-16,Osento,450.7,7390000,"450,70",7.390.000
2018-07-17,Capaccio,144.58,11387000,"144,58",11.387.000
2018-07-17,Capacciotti,186.85,36390700,"186,85",36.390.700
2018-07-17,Occhito,188.25,159717500,"188,25",159.717.500
2018-07-17,Osento,450.25,7125000,"450,25",7.125.000
2018-07-18,Capaccio,144.53,11254500,"144,53",11.254.500
2018-07-18,Capacciotti,186.7,36020200,"186,70",36.020.200
2018-07-18,Occhito,188.2,159216200,"188,20",159.216.200
2018-07-18,Osento,449.8,6860000,"449,80",6.860.000
